岗位名称,技能词1,特征值1,技能词2,特征值2,技能词3,特征值3,技能词4,特征值4,技能词5,特征值5,技能词6,特征值6,技能词7,特征值7,技能词8,特征值8,技能词9,特征值9,技能词10,特征值10
平面设计师,美术功底,57.46176147423802,illustrator,49.39424444568441,平面设计用软件,46.121660967202956,活动影像拍摄,40.08255942736108,平面设计技,34.49577553085607,美术基础,24.781410233373013,c4d,21.89220336582396,主流设计软件,19.595917942265427,品牌意识,15.473503778436488,理解力,15.358931304596611
广告策划员/策划经理,文字呈现,6.998542122237652,决策力,0.9761389957861614,中英文阅读,0.3494173870432976,,,,,,,,,,,,,,
广告设计师,画面处理,14.696938456699069,社交媒体使用,9.797958971132713,剪辑工作,7.838367176906171,后期制作软件,7.064791002839767,高雅的审美观,6.531972647421809,premiere,6.249572337395854,短视频玩法热点,5.878775382679628,手绘板绘制,3.438407982841018,图片素材,3.2659863237109046,线上运维经验,3.225917647594705
广告销售/媒体销售,负责心,17.466990421288337,活动组织,9.79795897113271,电脑基本操作2,9.299569814373754,市场嗅觉灵敏,5.286006410256089,沟通谈判,4.656555951456827,操作系统的基础知识,3.520541166270508,处事灵活度,3.100276401752503,挖掘客户,2.7994168488950604,思维敏捷,2.7199144812912976,销售力,1.9867663105671454
底盘工程师,汽车理论知识,16.014348192603983,中英文读写,13.02971935078543,维绘图设计软件,9.797958971132712,代码生成,8.709296863229076,创新意识,8.151536891610103,电机控制,7.252069517519258,调试器,6.482323149833448,专业知识,4.233754049318926,单片机,3.8156528233043123,理论力学,2.875999468686477
建筑工程师/建筑设计师/建筑制图师/建筑绘图师,工程建筑设计知识,9.797958971132715,职业素质,2.4877583946547572,创新意识,1.7356884636127976,极富团队合作精神,1.3494292719676875,责任感6,1.0491294355025569,效沟通技巧,0.9483486599497549,职业素养,0.674885364897434,化办公软件,0.6193955277595447,团队协作意识,0.6059034958338019,团队精神6,0.28607972331088094
律师助理,通过司法考试,5.864714404296115,学科教师资格证,4.735800166518443,思维敏捷,3.1732335615065135,电脑操作即,2.5375641180098913,与人打交道4,1.9595917942265422,逻辑性,1.9064629365937622,效沟通技巧,1.1064067699413809,办公室自动化,1.055884175175829,化办公软件,0.7432746333114536,抗压性,0.694200354174148
微信开发工程师/小程序开发工程师,html5css,18.25223799500522,语义分割,7.846719109574776,多轴控制器,6.998542122237652,页面架构,5.902499515265968,驱动器,5.598833697790121,ajax,4.381445434510959,电子元器件选型,4.311172978543262,react技术栈,3.7432895828327277,mvvm架构,3.4746041849946074,英文书面,3.2282523709890074
总助/CEO助理/董事长助理,财务方面的知识,8.818163074019441,管理经验,8.64325839018001,注重礼仪,7.3484692283495345,商务运作3,6.123724356957946,英语表达,5.5086000679394065,语言组织,4.8267157426497365,亲和؜力,4.122210981088827,文字功底,3.443723872350633,信息检索,3.2659863237109055,可塑性,2.982581332401816
房产评估师,安全性评估流程,24.58170083288982,报告撰写&semi,14.696938456699069,报告撰写,3.313443107490648,积极主动,1.3046824804875339,英文读写,0.0,,,,,,,,,,
房地产成本核算员/房地产造价核算员,法律专业知识,3.1653302254764766,爱岗敬业,2.37994571909278,组织协调力,2.0093505630499915,极富团队合作精神,0.0,,,,,,,,,,,,
投后管理员,另类项目数据管理,7.838367176906168,数字化转型,6.930724713875711,化办公软件,1.9820656888305432,python程序,1.815196136988154,细致踏实,0.975865387168269,ppt操作,0.7806542099662211,工作负责,0.7426446416099888,高度额责任心,0.5322136334261898,,,,
投资助理/投资顾问,语言沟通,13.184586682533997,投融资相关专业知识,8.57321409974112,各类金融工具,7.348469228349533,证券从业资,5.712152715428739,展客户提供素材,5.59883369779012,热爱证券金,4.19912527334259,高敏感度,3.616292941730332,敏锐的市场判断力,2.4494897427831774,积极主动,2.087491968780054,化办公软件,1.982065688830543
投资经理,证券从业资,22.848610861714956,印刷品设计需求,18.507255834361782,税务师,16.796501093370356,数据获取,14.219229368187907,研究分析,13.485115741022536,国内外资本市场,10.976796132382189,行业研究,10.400521991836637,计划执行,10.010201613195129,可转债,9.984499683372661,从事股权投资事业4,9.797958971132708
