行业,岗位大类,岗位细分,岗位具体名称,code,最低薪资,最高薪资,资质要求1,资质要求2,学历要求,标签,职位描述,所属公司,所属公司_code,公司介绍,公司所在行业,公司性质,公司规模,公司所在地,公司标签,刷新时间,【关键词1】前,【词1-词2】,【词2后】,工作内容（总的）,简历要求,截止日期,职位所在地,网站链接
互联网/IT,软件,软件,后端开发工程师,inn_gwrifu53kjlg,7000,13000,应届生,,本科,五险一金;周末双休;年度旅游,C++;C;Python,恒为科技,com_vxuv9r1jcndl,公司地址：闵行区陈行公路2388号浦江科技园8号楼6楼，地铁8号线 浦江镇站。,电子/通信/硬件,民营企业,500-2000人,上海市/上海,高底薪高提成;团建培训;前景美好;企业年金;内购活动;企业年金,2021-08-31 12:41:20, ,"1. 负责设计开发产品相关软件，包括数据处理、算法设计等；
2. 编写与软件开发相关的各类文档；
3. 与测试、硬件等部门一起进行产品的验证、测试、故障定位和修复。
 ","1. 计算机软件或相关专业，本科及以上学历；
2. 热爱编程，熟练掌握C/C++/Python/JAVA等任意一种编程语言，有良好的编程习惯；
3. 有良好的英文阅读能力，能熟练阅读英文技术文档。"," 
岗位职责：
1. 负责设计开发产品相关软件，包括数据处理、算法设计等；
2. 编写与软件开发相关的各类文档；
3. 与测试、硬件等部门一起进行产品的验证、测试、故障定位和修复。
 
任职要求：
1. 计算机软件或相关专业，本科及以上学历；
2. 热爱编程，熟练掌握C/C++/Python/JAVA等任意一种编程语言，有良好的编程习惯；
3. 有良好的英文阅读能力，能熟练阅读英文技术文档。",中文,2022-07-26,东湖高新技术开发区光谷大道41号现代光谷世贸中心F座26F-27F,https://www.shixiseng.com/intern/inn_gwrifu53kjlg?pcm=pc_SearchList
互联网/IT,技术,测试,测试工程师,inn_p5tpr62uck5c,6000,12000,应届生,毕业1年内,本科,年终奖;定期体检;定期团建;地铁周边;周末双休;生日会;带薪年假;五险一金;生日福利,测试;功能测试;性能测试;自动化测试;Web测试;脚本,博智安全,com_ozf2ntrnxrwe,博智安全成立于2009年8月，总部位于江苏南京，国家专精特新“小巨人”企业，工控安全领军者。,互联网/游戏/软件,股份制企业,500-2000人,江苏/南京,留用机制;RPO;优秀团队;同事颜值高;稳定高速增长;完善晋升体制,2021-11-16 11:25:49, ,"1、负责公司产品系统测试，包括功能，性能等测试执行，测试报告编写；
2、参与需求澄清，用例设计，自动化测试脚本开发；
3、客户现场问题排查复现，定位等。","1、本科及以上学历，计算机、通信、软件工程、网络安全、信息安全、自动化等相关专业；
2、熟悉python脚本开发，掌握robotframework等主流自动化测试框架；
3、熟悉软件测试基本知识，性能测试工具；
4、具备web自动化、测试开发、功能测试、自动化测试相关经验；
5、英语CET4以上。"," 
岗位职责：
1、负责公司产品系统测试，包括功能，性能等测试执行，测试报告编写；
2、参与需求澄清，用例设计，自动化测试脚本开发；
3、客户现场问题排查复现，定位等。
任职要求：
1、本科及以上学历，计算机、通信、软件工程、网络安全、信息安全、自动化等相关专业；
2、熟悉python脚本开发，掌握robotframework等主流自动化测试框架；
3、熟悉软件测试基本知识，性能测试工具；
4、具备web自动化、测试开发、功能测试、自动化测试相关经验；
5、英语CET4以上。",中文,2022-11-10,江苏省南京市雨花台区软件大道168号,https://www.shixiseng.com/intern/inn_p5tpr62uck5c?pcm=pc_SearchList
互联网/IT,软件,Java,Java开发工程师（校招）-广州,inn_9srsbhutvi1j,15000,25000,应届生,,本科,下午茶;节日福利;定期体检;弹性工作;周末双休;绩效奖金;生日福利;七险一金;股票期权;北京户口,Java,Flow++,com_j6a6zv5vc6sp,技术创新驱动、网络流量全量采集+分析+应用,互联网/游戏/软件,民营企业,50-150人,北京,发展无上限;学习平台广;追求极致;直接参与项目;技术驱动;丰富的下午茶;大数据与安全,2022-02-15 18:39:49, ,"岗位职责
 1、负责相关业务服务器端的研发工作，包括需求沟通、功能设计与开发等；
2、负责相关业务服务器相关的架构设计、线上维护、性能调优等；
3、和产品/测试/运营进行密切沟通，能够根据需求提出合理技术方案；
4、负责软件开发过程中的问题分析和总结，提供建议和帮助改善研发流程。
 
 任职条件
 1、熟练掌握Java编程语言，熟悉Linux开发环境；
2、熟悉Web服务开发，了解Web服务框架，了解Web安全；
3、扎实的编程能力，熟悉常用算法和数据结构，掌握常用的设计模式；
4、有强烈的上进心和自我驱动，学习适应能力强，乐观自信，能挑战自我不断追求卓越。",," 
岗位职责
 1、负责相关业务服务器端的研发工作，包括需求沟通、功能设计与开发等；
2、负责相关业务服务器相关的架构设计、线上维护、性能调优等；
3、和产品/测试/运营进行密切沟通，能够根据需求提出合理技术方案；
4、负责软件开发过程中的问题分析和总结，提供建议和帮助改善研发流程。
 
 任职条件
 1、熟练掌握Java编程语言，熟悉Linux开发环境；
2、熟悉Web服务开发，了解Web服务框架，了解Web安全；
3、扎实的编程能力，熟悉常用算法和数据结构，掌握常用的设计模式；
4、有强烈的上进心和自我驱动，学习适应能力强，乐观自信，能挑战自我不断追求卓越。",中文,2023-02-16,广州天河区广晟国际大厦 53层5302,https://www.shixiseng.com/intern/inn_9srsbhutvi1j?pcm=pc_SearchList
互联网/IT,技术,测试,2022校招--工艺开发工程师,inn_zemyae1k8nap,面议,面议,应届生,,本科,团队优秀,大学英语CET;熟悉Vecto,毫末智行,com_rji1ottbb8zw,毫末智行前身是长城汽车的智能驾驶系统开发部，2019年独立成为毫末智行科技有限公司，注册资本1亿元。,互联网/游戏/软件,民营企业,500-2000人,北京市/北京,年轻活泼;有平台有机会;15薪;补充医疗;自动驾驶;AI,2022-03-22 00:03:19,,"1、负责自动驾驶车辆的测试工艺开发工作，编写工艺文件、搭建测试场景；
2、负责新产品生产导入，根据新车型测试计划进行测试准备，实施相关测试验证，能及时记录和反应项目测试中的问题，详实描述BUG产生的过程，BUG现象，准确的定位并追踪问题；
3、负责测试设备的管理、维护，以及自主测试工具的开发调试；
4、负责生产线测试问题的跟踪、解决。
 ","1、毕业院校要求：全日制统招，211/985优先；
2、学历要求：本科及以上学历，研究生优先录用；
3、专业要求：车辆工程、机械设计制造及其自动化、机电一体化技术、汽车、电器类相关专业；
4、大学英语CET-4级或以上；
5、较强的归纳、统计、分析和判断力，文档规范编写能力；
6、良好的沟通与协调能力；
7、抗压能力强、具备服务意识，踏实，肯干，有付出精神；
8、熟悉Vector等各类总线和自动化测试工具者优先。","岗位职责
1、负责自动驾驶车辆的测试工艺开发工作，编写工艺文件、搭建测试场景；
2、负责新产品生产导入，根据新车型测试计划进行测试准备，实施相关测试验证，能及时记录和反应项目测试中的问题，详实描述BUG产生的过程，BUG现象，准确的定位并追踪问题；
3、负责测试设备的管理、维护，以及自主测试工具的开发调试；
4、负责生产线测试问题的跟踪、解决。
 
任职要求
1、毕业院校要求：全日制统招，211/985优先；
2、学历要求：本科及以上学历，研究生优先录用；
3、专业要求：车辆工程、机械设计制造及其自动化、机电一体化技术、汽车、电器类相关专业；
4、大学英语CET-4级或以上；
5、较强的归纳、统计、分析和判断力，文档规范编写能力；
6、良好的沟通与协调能力；
7、抗压能力强、具备服务意识，踏实，肯干，有付出精神；
8、熟悉Vector等各类总线和自动化测试工具者优先。",中文,2022-07-01,朝阳南大街2199号蜂巢能源中心,https://www.shixiseng.com/intern/inn_zemyae1k8nap?pcm=pc_SearchList
互联网/IT,技术,通信技术,决策规划算法工程师,inn_kkdxn8amcqcs,25000,50000,应届生,毕业1年内,硕士,五险一金;年终奖;商业险;地铁周边,算法;规划算法;决策算法,主线科技,com_jpg0uqge9yd5,覆盖物流枢纽和物流干线的新一代人工智能物流网络,汽车/机械/制造,民营企业,150-500人,北京市/北京,自动驾驶;人工智能;上班不打卡;薪资福利好;公司氛围特别和谐;L4量产落地,2021-09-07 10:30:26, ,"1、负责自动驾驶决策、规划算法的设计和研发；
2、总结和归纳场景，负责决策规划算法的测试和完备性论证；
3、负责相应文档、专利以及软件著作权的撰写。","1、本科士及以上学历；
2、熟练掌握c++，熟悉linux平台；
3、有以下至少一种实际经验：机器人或无人车的运动规划和决策。包括但不限于：图像搜索、EM算法，QP优化、螺旋曲线、样条曲线、部分可观测马尔科夫链POMDP决策过程、基于规则/学习的决策、行为/轨迹预测等"," 
岗位职责：
1、负责自动驾驶决策、规划算法的设计和研发；
2、总结和归纳场景，负责决策规划算法的测试和完备性论证；
3、负责相应文档、专利以及软件著作权的撰写。
任职要求：
1、本科士及以上学历；
2、熟练掌握c++，熟悉linux平台；
3、有以下至少一种实际经验：机器人或无人车的运动规划和决策。包括但不限于：图像搜索、EM算法，QP优化、螺旋曲线、样条曲线、部分可观测马尔科夫链POMDP决策过程、基于规则/学习的决策、行为/轨迹预测等",中文,2022-09-01,北京市海淀区知春路锦秋国际A801,https://www.shixiseng.com/intern/inn_kkdxn8amcqcs?pcm=pc_SearchList
互联网/IT,软件,软件,高性能计算工程师,inn_fbsi0rk1gqsv,30000,40000,应届生,毕业1年内,本科,外企氛围;弹性工作;进口零食;免费午餐;定期团建;五险一金;年终奖;技术大佬指导,C++;嵌入式;Linux/Unix;分布式;算法基础;数据结构;多线程;性能开发;高性能开发,佳期投资,com_kg9pqzokht4j,佳期投资是一家行业领先的百亿量化对冲基金。我们倡导多元化的团队架构，以开放的心态通力合作、共创未来。,金融/经济/投资/财会,民营企业,150-500人,上海市/上海,待遇优;提供转正机会;弹性工作;提供午餐;进口零食;团建活动,2022-03-15 12:07:14," 
高性能计算集群为团队提供了必要的技术优势，使我们的研究人员能够不断透过新的视角、研发出更多创新的投资策略。于我们而言，它们绝非一堆冰冷的机器。我们像对待最好的朋友一样去给他们照料、关怀、稳定的电压以及定制化的冷却解决方案。如果你想加入一个高产出、高效率、并以TFLOPS作为成就衡量标准的团队，那么这个岗位就是为你而设计。","主要工作职责：负责高性能计算集群的设计和搭建；负责优化Linux操作系统和网络配置；负责开发集群软件、监控框架和基准测试工具。
 
国内外计算机科学、电气工程或相关专业本科及以上学历
在高性能集群性能优化、稳定性与可用性提升方面有丰富经验
对探索最新技术有浓厚兴趣，擅长对技术的转化和充分应用
充分了解不同高性能计算基准测试套件，并有自己的见解和喜好
熟悉高性能分布式存储更佳
 ",," 
高性能计算集群为团队提供了必要的技术优势，使我们的研究人员能够不断透过新的视角、研发出更多创新的投资策略。于我们而言，它们绝非一堆冰冷的机器。我们像对待最好的朋友一样去给他们照料、关怀、稳定的电压以及定制化的冷却解决方案。如果你想加入一个高产出、高效率、并以TFLOPS作为成就衡量标准的团队，那么这个岗位就是为你而设计。
主要工作职责：负责高性能计算集群的设计和搭建；负责优化Linux操作系统和网络配置；负责开发集群软件、监控框架和基准测试工具。
 
国内外计算机科学、电气工程或相关专业本科及以上学历
在高性能集群性能优化、稳定性与可用性提升方面有丰富经验
对探索最新技术有浓厚兴趣，擅长对技术的转化和充分应用
充分了解不同高性能计算基准测试套件，并有自己的见解和喜好
熟悉高性能分布式存储更佳
 ",不限,2022-06-30,北京市海淀区融科资讯中心,https://www.shixiseng.com/intern/inn_fbsi0rk1gqsv?pcm=pc_SearchList
互联网/IT,技术,技术管理,物流管理,inn_gfdgjr94zmee,12000,13000,应届生,毕业1年内,本科,世界500强;市场化国企;股权激励;六险两金,英语六级,物产中大化工,com_ya7xhy9ivtgr,公司致力于化工供应链集成服务，是浙江省属特大型国有控股企业、世界500强物产中大集团的核心成员企业。,交通/贸易/物流,国有企业,2000人以上,浙江/杭州,世界500强;市场化国企;个人高成长性;绩效理念;股权激励,2022-03-01 09:19:18,," 
 
1.按照公司供应链流程对货物进出、仓储运营管理，确保货物正常流转和安全；
2. 根据相关业务需求合理安排物流，跟踪货物进度及反馈物流进程，提高运营效率；
3.对第三方仓库管理和监控，确保库存数据的准确，每月进行库存核对，不定时的实地盘点货物。
 "," 
 
1. 要求具有国内211、985高校或USNEWS前100高校全日制大学本科及以上学历和学位应届或历届毕业生，年龄28周岁以内；
2.专业不限，化工、物流类专业优先，有较好的外语听说读写能力优先；
3.乐于并善于沟通表达，有较强的团队协作精神、抗压能力；
4. 积极主动，思维缜密，较好的身体素质；
5.能接受外派；
6.党员优先。","岗位职责
 
 
1.按照公司供应链流程对货物进出、仓储运营管理，确保货物正常流转和安全；
2. 根据相关业务需求合理安排物流，跟踪货物进度及反馈物流进程，提高运营效率；
3.对第三方仓库管理和监控，确保库存数据的准确，每月进行库存核对，不定时的实地盘点货物。
 
任职要求
 
 
1. 要求具有国内211、985高校或USNEWS前100高校全日制大学本科及以上学历和学位应届或历届毕业生，年龄28周岁以内；
2.专业不限，化工、物流类专业优先，有较好的外语听说读写能力优先；
3.乐于并善于沟通表达，有较强的团队协作精神、抗压能力；
4. 积极主动，思维缜密，较好的身体素质；
5.能接受外派；
6.党员优先。",中文,2022-06-30,中大广场A座,https://www.shixiseng.com/intern/inn_gfdgjr94zmee?pcm=pc_SearchList
互联网/IT,技术,通信技术,星星充电-IE工程师,inn_70npnfecgtdf,面议,面议,应届生,,本科,免费公寓;员工餐厅;下午茶咖啡吧;住宿补贴;五险一金;带薪年休假;部门团建;旅游;体检;节日礼品,机电;电子,高瓴联合校招,com_pbqo5lj7uxdl,高瓴联合校招先进制造专场,不限,民营企业,150-500人,全国,,2022-03-11 18:36:35,,"1、 负责生产效率和质量提升，降低生产成本；
2、 能够识别并主导推行改善项目（降本、物流优化、人效提升，工艺优化改善等）；
3、 负责标准工时搭建及优化、动作经济分析、产线平衡率提升、产线异常协助处理；
4、 标准化作业，精益标杆线体搭建和改善；
5、执行、完成上级交代的其他工作。
 ","机电、电子等相关专业，本科及以上学历。
 
薪资福利：
薪资奖金：不同职位，不同学历，年度收入8万~20万；全年13~15薪；每年1~2次的调薪机会；业绩奖金；年终奖；
培训晋升：星芽计划+MT管培生计划+尖兵营+导师制，完善的入职培训、在职培训体系；完善的任职资格、晋升体系，管理、技术双通道，纵向、横向无障碍；
户口：公司可为员工解决落户和档案事宜，紧缺专业硕士人才落户常州市可享受各类补贴20万起；
生活住宿：公司提供免费公寓，公寓内配备空调、热水器、冰箱、洗衣机等设施；公司有员工餐厅、下午茶咖啡吧，经济实惠；不住公寓享受住宿补贴；
保险福利：五险一金（养老、医疗、工伤、失业、生育保险和住房公积金）；带薪年休假；部门团建；旅游、体检；逢年过节有精美礼品。","岗位职责：
1、 负责生产效率和质量提升，降低生产成本；
2、 能够识别并主导推行改善项目（降本、物流优化、人效提升，工艺优化改善等）；
3、 负责标准工时搭建及优化、动作经济分析、产线平衡率提升、产线异常协助处理；
4、 标准化作业，精益标杆线体搭建和改善；
5、执行、完成上级交代的其他工作。
 
任职资格：
机电、电子等相关专业，本科及以上学历。
 
薪资福利：
薪资奖金：不同职位，不同学历，年度收入8万~20万；全年13~15薪；每年1~2次的调薪机会；业绩奖金；年终奖；
培训晋升：星芽计划+MT管培生计划+尖兵营+导师制，完善的入职培训、在职培训体系；完善的任职资格、晋升体系，管理、技术双通道，纵向、横向无障碍；
户口：公司可为员工解决落户和档案事宜，紧缺专业硕士人才落户常州市可享受各类补贴20万起；
生活住宿：公司提供免费公寓，公寓内配备空调、热水器、冰箱、洗衣机等设施；公司有员工餐厅、下午茶咖啡吧，经济实惠；不住公寓享受住宿补贴；
保险福利：五险一金（养老、医疗、工伤、失业、生育保险和住房公积金）；带薪年休假；部门团建；旅游、体检；逢年过节有精美礼品。",中文,2022-04-30,江苏常州,https://www.shixiseng.com/intern/inn_70npnfecgtdf?pcm=pc_SearchList
互联网/IT,技术,通信技术,交付工程师（往届生专场）,inn_fbf5n9yjeppu,10000,15000,应届生,毕业1年内,本科,节日福利;定期体检;餐补;地铁周边,交付,浩鲸科技,com_4ed2dcym89nx,浩鲸云计算科技股份有限公司是一家全球领先的数据智能科技公司，由阿里巴巴和中兴通讯共同投资。,互联网/游戏/软件,股份制企业,2000人以上,南京,上升空间大;学习平台多;实战多成长快;业内认可度高，领导Nice，AI，区块链，有激情，无政治,2021-11-19 15:22:16, ,"工作内容
1.负责自研软件的远程交付：版本用例测试，或者现场客服技术支持：软件维护，客户培训，客户需求沟通；
2.负责数据后台数据库处理工作，服务器监控和故障处理；
3.负责项目文档编写，交付技术支持。
职位要求
1.理工科专业，通过CET-4，22届统招本科及以上学历；
2.具备一定软件技术基础，对软件行业感兴趣，具备强烈上进心和求知欲及沟通能力；
3.具备良好的团队合作精神，拥有较为丰富的学生会、社团组织、社会实践经验及相关管理干部优先;
4.志存高远、乐于挑战、渴望成功，并希望在不同国度不同文化中积累跨国工作经验。
5.接受国内及国际3-6个月以上差旅",," 
工作内容
1.负责自研软件的远程交付：版本用例测试，或者现场客服技术支持：软件维护，客户培训，客户需求沟通；
2.负责数据后台数据库处理工作，服务器监控和故障处理；
3.负责项目文档编写，交付技术支持。
职位要求
1.理工科专业，通过CET-4，22届统招本科及以上学历；
2.具备一定软件技术基础，对软件行业感兴趣，具备强烈上进心和求知欲及沟通能力；
3.具备良好的团队合作精神，拥有较为丰富的学生会、社团组织、社会实践经验及相关管理干部优先;
4.志存高远、乐于挑战、渴望成功，并希望在不同国度不同文化中积累跨国工作经验。
5.接受国内及国际3-6个月以上差旅",中文,2022-06-30,南京市江宁区,https://www.shixiseng.com/intern/inn_fbf5n9yjeppu?pcm=pc_SearchList
互联网/IT,技术,移动开发,自动驾驶软件开发工程师,inn_d2vqwrmfkjm1,20000,35000,应届生,,硕士,地铁周边;定期体检;定期团建;弹性工作;核心员工股权,QNX系统;QNX系统;CAN总线;linux,零跑汽车,com_7qr0nyeg3ytn,一家创新型的智能电动汽车企业,汽车/机械/制造,民营企业,2000人以上,浙江/杭州,共享公司成长;五险一金补充商业保险;AI;智能驾驶;纯电动汽车;实习可转正,2021-06-25 18:42:39,," 
1. 负责自动驾驶软件系统应用功能开发；
2. 负责自动驾驶系统算法集成；
3. 负责自动驾驶系统测试工具开发。
 
 "," 
1. 硕士及以上学历，计算机、电子信息、自动化等专业；
2. 熟悉Linux或QNX系统，熟悉C/C++编程语言；
3. 掌握CAN总线通信原理及相关CAN总线调试工具使用；
4. 具备良好的沟通能力及团队协作精神，工作积极，责任心强。","岗位职责
 
1. 负责自动驾驶软件系统应用功能开发；
2. 负责自动驾驶系统算法集成；
3. 负责自动驾驶系统测试工具开发。
 
 
任职要求
 
1. 硕士及以上学历，计算机、电子信息、自动化等专业；
2. 熟悉Linux或QNX系统，熟悉C/C++编程语言；
3. 掌握CAN总线通信原理及相关CAN总线调试工具使用；
4. 具备良好的沟通能力及团队协作精神，工作积极，责任心强。",中文,2022-06-26,杭州市滨江区芯图大厦,https://www.shixiseng.com/intern/inn_d2vqwrmfkjm1?pcm=pc_SearchList
互联网/IT,技术,后端,服务器开发工程师（深圳）,inn_gahnq4wbmucp,25000,35000,应届生,,不限,下午茶;免费健身房;商业险;周末双休,数据结构,趣加,com_lj8b7z8gyzcy,专注海外的国际化游戏公司，内地出海品牌30强，Google Play和Facebook游戏开发者,互联网/游戏/软件,民营企业,150-500人,全国,苹果标配;弹性上班;硅谷血统;每周足篮羽;大咖亲自带;可转正;早餐免费午餐补助;咖啡现磨零食特供;Maker Your Own Game;薪资颜值双高,2022-04-02 11:30:42, ,"从事游戏及其相关周边产品后台服务的设计、开发、优化、维护等工作。在这里你将直面千万用户的游戏数据，每天10亿次的玩家请求处理。你将同一群热爱游戏的同学一起，通过精良的架构设计和高效的算法实现为我们的玩家提供稳定、高效、安全的服务支持。
 ","1. 计算机相关专业本科及以上学历，热爱游戏；
2. 扎实的编程基础，熟悉常见的数据结构和算法；
3. 掌握计算机网络相关编程，熟悉TCP/IP协议，掌握HTTP协议；
4. 掌握关系数据库的设计，熟练SQL语言，了解MySQL，了解NoSQL；
5. 掌握操作系统相关知识，有一定的Linux使用基础，了解Shell等脚本语言；
6. 了解负载均衡，高可用，容灾备份等系统知识。
 "," 
岗位职责：
从事游戏及其相关周边产品后台服务的设计、开发、优化、维护等工作。在这里你将直面千万用户的游戏数据，每天10亿次的玩家请求处理。你将同一群热爱游戏的同学一起，通过精良的架构设计和高效的算法实现为我们的玩家提供稳定、高效、安全的服务支持。
 
任职资格：
1. 计算机相关专业本科及以上学历，热爱游戏；
2. 扎实的编程基础，熟悉常见的数据结构和算法；
3. 掌握计算机网络相关编程，熟悉TCP/IP协议，掌握HTTP协议；
4. 掌握关系数据库的设计，熟练SQL语言，了解MySQL，了解NoSQL；
5. 掌握操作系统相关知识，有一定的Linux使用基础，了解Shell等脚本语言；
6. 了解负载均衡，高可用，容灾备份等系统知识。
 ",中文,2022-05-02,深圳市南山区,https://www.shixiseng.com/intern/inn_gahnq4wbmucp?pcm=pc_SearchList
互联网/IT,软件,软件,PHP开发工程师,inn_rnuwaecuyd4c,8000,15000,应届生,毕业1年内,本科,生日福利;项目奖金;弹性工作;带薪年假;周年礼,PHP;GO,伙伴云,com_lsqdmm1rpjik,伙伴云是新一代管理者的数字化潮玩。,互联网/游戏/软件,民营企业,150-500人,北京市/北京,aPaaS;弹性时间;领导很棒;提升为管理岗;不打杂纯干货;开放,2022-03-14 14:15:17, ,"1、参与核心产品server端研发工作；
2、参与产品高可用性、高可扩展性方向的优化调整，和团队一起解决各种不同技术场景下的技术挑战；
3、对新技术保持持续关注。
 ","1、211/985本科或硕士毕业生计算机或相关专业；
2、熟悉Linux/Unix平台上的PHP、Go、Java、C++等语言编程，熟悉常用脚本语言Shell、Perl等；
3、熟悉数据库和缓存系统，有MySQL、redis等经验优先；
4、熟悉常用算法和数据结构，熟悉网络编程、多线程编程技术；
5、善于学习新的知识，对解决具有挑战性问题充满激情；
6、良好的团队合作精神，思路清晰，具备良好的沟通能力和理解能力；
7、有良好的代码习惯，熟悉持续集成，敏捷过程的优先；
8、喜欢钻研技术，有阅读技术书籍习惯，持续学习者；
9、良好的沟通能力和团队协作精神，严谨的工作态度与高质量意识，良好的抗压能力。"," 
岗位职责
1、参与核心产品server端研发工作；
2、参与产品高可用性、高可扩展性方向的优化调整，和团队一起解决各种不同技术场景下的技术挑战；
3、对新技术保持持续关注。
 
任职要求
1、211/985本科或硕士毕业生计算机或相关专业；
2、熟悉Linux/Unix平台上的PHP、Go、Java、C++等语言编程，熟悉常用脚本语言Shell、Perl等；
3、熟悉数据库和缓存系统，有MySQL、redis等经验优先；
4、熟悉常用算法和数据结构，熟悉网络编程、多线程编程技术；
5、善于学习新的知识，对解决具有挑战性问题充满激情；
6、良好的团队合作精神，思路清晰，具备良好的沟通能力和理解能力；
7、有良好的代码习惯，熟悉持续集成，敏捷过程的优先；
8、喜欢钻研技术，有阅读技术书籍习惯，持续学习者；
9、良好的沟通能力和团队协作精神，严谨的工作态度与高质量意识，良好的抗压能力。",中文,2022-07-01,北京市海淀区上地三街金隅嘉华大厦B座1108,https://www.shixiseng.com/intern/inn_rnuwaecuyd4c?pcm=pc_SearchList
互联网/IT,技术,通信技术,英文技术支持工程师,inn_tuz4awu79hee,6000,8000,应届生,,本科,免费班车;带薪年假;不加班;周末双休;商业险;定期体检;年度旅游;免费咖啡;提供住宿,口语流利;技术支持;Azure云技术,微创软件,com_muhzn2ou4elj,中国互联网+的领跑者,互联网/游戏/软件,外资企业,2000人以上,上海市,发展前景好;不限量饮料;年轻化;行业革新者;商学院初体验;弹性工作制;高颜值小伙伴;团队大牛多;快速发展;成长指导,2022-02-28 11:40:17," 
 ","作为微软中国技术支持团队的一员，通过专业级支持形式（电话/邮件），为微软全球（说英语的国家）的企业级用户，提供针对微软Azure云技术平台的高质量技术支持服务。
 ","1.  理工科专业，英文基础好，CET-6以上，口语流利的优先考虑；
2.  对微软产品技术感兴趣，有强烈的学习意愿，愿意从事技术支持岗位；
3.  有强大的激情和良好的协作精神，具有较好的快速学习能力和出色的问题解决以及客户沟通能力；
4.  积极开朗，能适应快节奏和高强度工作环境并具有的客户服务意识。"," 
 
岗位职责：
作为微软中国技术支持团队的一员，通过专业级支持形式（电话/邮件），为微软全球（说英语的国家）的企业级用户，提供针对微软Azure云技术平台的高质量技术支持服务。
 
岗位要求：
1.  理工科专业，英文基础好，CET-6以上，口语流利的优先考虑；
2.  对微软产品技术感兴趣，有强烈的学习意愿，愿意从事技术支持岗位；
3.  有强大的激情和良好的协作精神，具有较好的快速学习能力和出色的问题解决以及客户沟通能力；
4.  积极开朗，能适应快节奏和高强度工作环境并具有的客户服务意识。",中文,2022-05-31,江苏省无锡市新吴区菱湖大道111号国家软件园飞鱼座A-5,https://www.shixiseng.com/intern/inn_tuz4awu79hee?pcm=pc_SearchList
互联网/IT,技术,测试,测试工程师,inn_qre5rjwhqa2p,7000,12000,应届生,,本科,餐补;绩效奖金;年终奖;车补;五险一金;定期团建,功能测试;脚本;黑盒测试;接口测试;测试,六一科技,com_cyizpsl352te,中国线上少儿素质教育公司、国内首批少儿线上美术教育机构之一,互联网/游戏/软件,民营企业,2000人以上,广东/广州,五险一金;周末双休;带薪年假;年终奖;团建活动;超速成长,2022-02-17 21:33:27,,,,"职位描述：
 
1、负责公司app项目的开发，为用户提供高质量的app应用；
2、参与app性能优化、设备兼容性问题的处理；
3、参与核心框架方案设计和实现。
 
招聘要求：
1、本科及以上学历，计算机相关专业；
2、熟悉iOS/Android开发平台及框架，熟练掌握相关工具；
3、具备良好的编码习惯，有相关实习经历者优先；
4、热爱技术、责任心强，优秀的沟通能力、团队合作精神，抗压能力；
5、各类程序大赛获奖经历者优先。",中文,2022-04-30,广州市黄埔区科学城总部经济区二期C5栋,https://www.shixiseng.com/intern/inn_qre5rjwhqa2p?pcm=pc_SearchList
互联网/IT,技术,技术管理,商品运营管理岗（上海）,inn_oagvaugy27oy,8000,12000,应届生,,本科,CEO亲自挂帅;大咖带教;赋能培训;轮岗历练,Office,劲霸男装,com_zkhgth06d5zd,自1980年创立以来，始终专心、专注于以茄克为核心品类的中国商务休闲男装市场。,快消/百货/批发/零售,民营企业,2000人以上,上海市/上海,经济;学历;精英多;时尚行业,2022-03-28 11:08:31,,"1、制定并宣导商品政策，推动及引导客户落实各季采买规划，跟进区域达成订货目标；
2、结合公司商品企划及产供实际供给能力，合理安排产品季上市、商品策略执行；
3、商品销售过程中进行销售分析，促进快速补单；
4、终端商品需求信息收集与分享，搭建公司与客户间的信息传递网；
5、帮扶大区和指导终端店铺运营，提升销售业绩，重点品类推广，获得品类销售突破。","1、2022年应届毕业生，市场营销、金融、工商管理、统计学等相关专业；
2、逻辑清晰，数据敏感，具有一定的观察和分析判断能力；
3、熟练掌握Office办公软件","岗位职责:
1、制定并宣导商品政策，推动及引导客户落实各季采买规划，跟进区域达成订货目标；
2、结合公司商品企划及产供实际供给能力，合理安排产品季上市、商品策略执行；
3、商品销售过程中进行销售分析，促进快速补单；
4、终端商品需求信息收集与分享，搭建公司与客户间的信息传递网；
5、帮扶大区和指导终端店铺运营，提升销售业绩，重点品类推广，获得品类销售突破。
任职要求:
1、2022年应届毕业生，市场营销、金融、工商管理、统计学等相关专业；
2、逻辑清晰，数据敏感，具有一定的观察和分析判断能力；
3、熟练掌握Office办公软件",中文,2022-04-30,云岭东路599弄19号,https://www.shixiseng.com/intern/inn_oagvaugy27oy?pcm=pc_SearchList
