公司简称,公司全称,公司性质,公司规模,公司所在行业,JD数量,公司所在地_1,公司所在地_2,公司排序
,mini peace,外资企业,500-2000人,快消/百货/批发/零售,288,浙江省,宁波市,6
,molex,外资企业,2000人以上,电子/通信/硬件,316,四川,四川,5
,n=1推理社,民营企业,少于15人,餐饮/酒店/旅游/娱乐,1,浙江,杭州,10
,neau,民营企业,15-50人,广告/传媒/公关/展览,17,广东,佛山,9
,tap4fun,股份制企业,500-2000人,互联网/游戏/软件,70,四川,四川,6
,tellhowsoft,股份制企业,500-2000人,软件/互联网/游戏,30,全国,,6
,vivo上海,民营企业,150-500人,快消/百货/批发/零售,25,上海,上海,7
,vivo广西,民营企业,2000人以上,快消/百货/批发/零售,12,广西,南宁,5
,vtopnet网咖,民营企业,15-50人,旅游/酒店/餐饮/娱乐,6,山东,滨州,9
,vv音乐,民营企业,150-500人,互联网/游戏/软件,14,北京,北京,7
,wesure微保,民营企业,500-2000人,金融/经济/投资/财会,7,,,6
,winkonlaser,民营企业,50-150人,交通/贸易/物流,35,河北,廊坊,8
,wood（众一伍德）,合伙企业,500-2000人,化工/能源/环保,21,上海,上海,6
,一嗨租车,民营企业,2000人以上,咨询/企业服务,13,上海市,市辖区,5
,一墨轩,民营企业,15-50人,房产/家居/物业/建筑,19,山东,济南,9
,一念传感科技,民营企业,15-50人,电子/通信/硬件,72,广东,深圳,9
,一捆建筑,民营企业,少于15人,房产/家居/物业/建筑,36,上海,上海,10
,一撕得,民营企业,150-500人,软件/互联网/游戏,241,北京,北京,7
,一方财务,民营企业,150-500人,投资/经济/财会/金融,20,重庆市,重庆,7
,一晤未来,民营企业,50-150人,电子/通信/硬件,18,广东,深圳,8
,一汽产业基金,国有企业,15-50人,金融/经济/投资/财会,19,北京,北京,9
,一泽春风,民营企业,15-50人,广告/传媒/公关/展览,1,北京,北京,9
,一泽精工,民营企业,50-150人,汽车/机械/制造,100,广东,东莞市,8
,一点资讯,民营企业,500-2000人,互联网/游戏/软件,673,北京市,市辖区,6
,一牙数字口腔,民营企业,150-500人,医疗/健康/制药/生物,21,浙江,杭州,7
,一盟拍卖,民营企业,15-50人,企业服务/咨询,26,河北,石家庄,9
,一苇资本,民营企业,15-50人,金融/经济/投资/财会,9,北京,北京,9
,一菲娱乐,民营企业,150-500人,传媒/广告/展览/公关,15,湖北,武汉,7
,一诺致远,民营企业,少于15人,金融/经济/投资/财会,3,广东,广州,10
,一起考教师,民营企业,150-500人,培训/教育,161,北京,北京,7
,一起赚,民营企业,15-50人,互联网/游戏/软件,17,湖南,长沙,9
,一零跃动,民营企业,500-2000人,软件/互联网/游戏,114,北京,北京,6
,一鸣食品,股份制企业,2000人以上,快消/百货/批发/零售,7,浙江省,温州市,5
,七十迈科技,民营企业,150-500人,电子/通信/硬件,76,上海,上海,7
,七号体育,合伙企业,少于15人,教育/培训,4,江苏,无锡,10
,七彩游泳健身,民营企业,15-50人,餐饮/酒店/旅游/娱乐,9,福建,泉州,9
,七星天,民营企业,150-500人,咨询/企业服务,24,江苏,苏州,7
,七田真国际教育,民营企业,2000人以上,教育/培训,46,北京,北京,5
,万乘贵安外包公司,民营企业,500-2000人,企业服务/咨询,13,贵州,安顺,6
,万匠游戏,民营企业,15-50人,软件/互联网/游戏,138,浙江,杭州,9
,万商云集（武汉）科技有限公司,民营企业,2000人以上,互联网/游戏/软件,19,湖北,武汉,5
,万国半导体,外资企业,2000人以上,电子/通信/硬件,64,重庆,市辖区,5
,万宝盛华大中华,外资企业,2000人以上,咨询/企业服务,55,上海,上海,5
,万德易通,民营企业,15-50人,软件/互联网/游戏,57,江苏,南京,9
,万擎电商,民营企业,500-2000人,互联网/游戏/软件,62,浙江,湖州,6
,万旭新云,民营企业,150-500人,培训/教育,29,四川,四川,7
,万洋集团,民营企业,2000人以上,房产/家居/建筑/物业,23,浙江,温州,5
,万物云,民营企业/股份制企业,2000人以上,家居/物业/不限/房产/建筑,395,北京/广东/浙江/全国/山东,济南/温州/佛山/北京,5
,万睿科技,民营企业,2000人以上,房产/家居/物业/建筑,5,,,5
,万类生物,民营企业,150-500人,生物/健康/制药/医疗,146,全国,,7
,万维盈创,民营企业,500-2000人,环保/化工/能源,559,全国,,6
,万联证券,股份制企业,500-2000人,金融/经济/投资/财会,139,广东省,广州市,6
,万胜集团,民营企业,50-150人,房地产服务(物业管理/地产经纪),12,广东,佛山,8
,万能班长,外资企业,150-500人,培训/教育,9,上海,上海,7
,万象品策,民营企业,15-50人,互联网/游戏/软件,48,广东,深圳,9
,万里扬,股份制企业,2000人以上,制造/汽车/机械,121,浙江,杭州,5
,万里牛,民营企业,150-500人,互联网/游戏/软件,54,浙江,杭州,7
,万集苏州,股份制企业,500-2000人,软件/互联网/游戏,80,江苏,苏州,6
,万香科技,民营企业,500-2000人,化工/能源/环保,16,江苏,淮安,6
,万鼎,民营企业,150-500人,互联网/游戏/软件,6,湖南,长沙,7
,万鼎资本,民营企业,150-500人,金融/经济/投资/财会,14,湖南,长沙,7
,三一集团,,2000人以上,重工/机械制造/机电,59,全国,全国,5
,三万,合伙企业,15-50人,软件/互联网/游戏,10,广东,深圳,9
,三全食品,股份制企业,150-500人,快消/百货/批发/零售,35,湖北,武汉,7
,三叶草生物制药,外资企业,500-2000人,医疗/健康/制药/生物,36,全国,,6
,三司财税,民营企业,15-50人,企业服务/咨询,5,天津,天津,9
,三少置业,民营企业,15-50人,房产/家居/建筑/物业,15,陕西,西安,9
,三把刀（重庆）营销策划有限公司,民营企业,150-500人,餐饮/酒店/旅游/娱乐,17,重庆市,重庆,7
,三木林,民营企业,50-150人,快消/百货/批发/零售,22,湖北,,8
,三毛游,民营企业,15-50人,软件/互联网/游戏,13,广东,广州,9
,三维空间,民营企业,150-500人,培训/教育,19,湖北,武汉市/西安市,7
,三维空间职业培训学校,社会团体,50-150人,培训/教育,33,湖北,武汉,8
,三英精密,民营企业,50-150人,电子/通信/硬件,84,天津,天津,8
,上元教育,民营企业,2000人以上,培训/教育,757,上海/安徽/江苏/全国,金华市/市辖区/上海/宁波市/杭州市/合肥/苏州市/绍兴市,5
,上元教育南通分公司,民营企业,2000人以上,培训/教育,82,江苏,苏州市/徐州市/杭州市,5
,上元教育（杭州）分公司,民营企业,2000人以上,教育/培训,22,江苏,苏州,5
,上士游戏,民营企业,50-150人,互联网/游戏/软件,18,广东,广州,8
,上杰云服,民营企业,150-500人,金融/经济/投资/财会,10,浙江,杭州,7
,上汽制动系统,国有企业,500-2000人,制造/汽车/机械,100,上海,上海,6
,上汽国际,国有企业,150-500人,快消/百货/批发/零售,8,上海,上海,7
,上汽通用汽车,合伙企业,2000人以上,制造/汽车/机械,67,上海,上海,5
,上海808游戏梦工厂,民营企业,500-2000人,互联网/游戏/软件,50,上海,上海,6
,上海一测,民营企业,500-2000人,房产/家居/物业/建筑,1,上海,上海,6
,上海云旗资产,民营企业,15-50人,投资/经济/财会/金融,11,上海,上海,9
,上海亚新,民营企业,150-500人,房产/家居/物业/建筑,4,上海,上海,7
,上海享见,民营企业,15-50人,互联网/游戏/软件,14,上海,上海,9
,上海人寿,股份制企业,500-2000人,金融/经济/投资/财会,21,上海,上海,6
,上海人民出版社,国有企业,150-500人,不限,7,上海,上海,7
,上海人民美术出版社第一工作室,国有企业,50-150人,广告/传媒/公关/展览,7,上海,上海,8
,上海亿东,民营企业,15-50人,医疗/健康/制药/生物,11,上海,上海,9
,上海保立佳化工,股份制企业,500-2000人,环保/化工/能源,86,上海,上海,6
,上海信义,民营企业,少于15人,不限,6,江苏,苏州,10
,上海农夫山泉饮用水,民营企业,150-500人,快消/百货/批发/零售,9,上海,上海,7
,上海化交,民营企业,50-150人,贸易/交通/物流,25,上海,上海,8
,上海千毅国际物流有限公司,合伙企业,15-50人,交通/贸易/物流,4,上海,上海,9
,上海半岛酒店,外资企业,500-2000人,餐饮/酒店/旅游/娱乐,4,上海,上海,6
,上海华闵,股份制企业,150-500人,环保/化工/能源,20,上海,上海,7
,上海南芯半导体科技有限公司,民营企业,150-500人,电子/通信/硬件,72,上海,上海,7
,上海博科Leadin,民营企业,15-50人,企业服务/咨询,11,上海,上海,9
,上海发那科,合伙企业,500-2000人,汽车/机械/制造,2,上海,上海,6
,上海君灿建筑,民营企业,150-500人,房产/家居/建筑/物业,30,上海,上海,7
,上海吴卓,股份制企业,500-2000人,金融/经济/投资/财会,7,广东,佛山,6
,上海嘉合生物,民营企业,50-150人,生物/健康/制药/医疗,32,上海,上海,8
,上海国际货币,外资企业,150-500人,金融/经济/投资/财会,11,湖北省,荆州市,7
,上海圣尧,民营企业,150-500人,制造/汽车/机械,73,上海,上海,7
,上海城地,民营企业,150-500人,互联网/游戏/软件,21,上海,上海,7
,上海外服,国有企业,2000人以上,咨询/游戏/企业服务/软件/互联网,49,上海,上海,5
,上海多经,民营企业,50-150人,投资/经济/财会/金融,20,上海,上海,8
,上海学小思,民营企业,2000人以上,教育/培训,11,上海,上海,5
,上海尔展商贸有限公司,民营企业,15-50人,咨询/企业服务,22,上海,上海,9
,上海幂达科技有限公司,民营企业,15-50人,金融/经济/投资/财会,24,上海,上海,9
,上海建工 ,国有企业,2000人以上,制造/汽车/机械,169,上海,上海,5
,上海建科检验有限公司,民营企业,500-2000人,房产/家居/建筑/物业,91,上海,上海,6
,上海德能,民营企业,15-50人,贸易/交通/物流,11,上海,上海,9
,上海忆盟,民营企业,50-150人,互联网/游戏/软件,27,上海,上海,8
,上海志奋锦企业管理咨询有限公司四川分公司,民营企业,15-50人,咨询/企业服务,22,四川,四川,9
,上海房乐多,民营企业,15-50人,房产/家居/物业/建筑,52,上海,上海,9
,上海技涵电子,民营企业,15-50人,汽车/机械/制造,77,上海,上海,9
,上海捷化,民营企业,15-50人,医疗/健康/制药/生物,10,上海,上海,9
,上海新傲科技,股份制企业,150-500人,不限,27,上海,上海,7
,上海新宇箴诚,民营企业,150-500人,制造/汽车/机械,85,上海,上海,7
,上海新氦,民营企业,50-150人,电子/通信/硬件,134,上海,上海,8
,上海新炬,民营企业,500-2000人,互联网/游戏/软件,14,上海市,市辖区,6
,上海旦益文化传播有限公司,民营企业,15-50人,广告/传媒/公关/展览,16,上海,上海,9
,上海昌资传媒有限公司,民营企业,少于15人,广告/传媒/公关/展览,19,上海,上海,10
,上海易通,民营企业,150-500人,互联网/游戏/软件,12,上海,上海,7
,上海星云爱店科技有限公司,民营企业,15-50人,互联网/游戏/软件,4,上海,上海,9
,上海晶未,民营企业,15-50人,交通/贸易/物流,6,上海,上海,9
,上海智宇文商务咨询有限公司,民营企业,15-50人,企业服务/咨询,1,上海,上海,9
,上海正象建筑设计有限公司,民营企业,150-500人,房产/家居/物业/建筑,33,上海,上海,7
,上海永邑,民营企业,50-150人,广告/传媒/公关/展览,65,上海,上海,8
,上海汇众,国有企业,2000人以上,制造/汽车/机械,268,上海,上海,5
,上海汇恒国际,民营企业,50-150人,贸易/交通/物流,27,上海,上海,8
,上海汉启通信设备发展有限公司,民营企业,150-500人,电子/通信/硬件,2,上海,上海,7
,上海泰楚生物技术有限公司,民营企业,15-50人,医疗/健康/制药/生物,45,上海,上海,9
,上海泰禾,外资企业,500-2000人,农林牧渔/其他,92,上海,上海,6
,上海泷得自动化技术有限公司,民营企业,50-150人,汽车/机械/制造,13,上海,上海,8
,上海浦劢,民营企业,少于15人,快消/百货/批发/零售,5,上海,上海,10
,上海海耀律师事务所,合伙企业,15-50人,不限,6,上海,上海,9
,上海满经智能科技有限公司,民营企业,15-50人,企业服务/咨询,3,上海,上海,9
,上海炬欣文化,民营企业,50-150人,传媒/广告/展览/公关,44,全国,,8
,上海焜耀,民营企业,50-150人,软件/互联网/游戏,40,上海,上海,8
,上海熙华,民营企业,500-2000人,医疗/健康/制药/生物,9,上海,上海,6
,上海电机厂,国有企业,500-2000人,汽车/机械/制造,78,上海,上海,6
,上海电气,国有企业,2000人以上,汽车/机械/制造,371,上海,上海,5
,上海电气电站工程公司,国有企业,500-2000人,汽车/机械/制造,92,上海,上海,6
,上海电气电站设备有限公司上海发电机厂,国有企业,500-2000人,制造/汽车/机械,135,上海,上海,6
,上海电气电站辅机厂,国有企业,500-2000人,环保/化工/能源,100,上海,上海,6
,上海百冠投资,民营企业,15-50人,投资/经济/财会/金融,24,上海,上海,9
,上海益吉,民营企业,50-150人,互联网/游戏/软件,26,上海,上海,8
,上海知铭财务顾问中心,民营企业,15-50人,投资/经济/财会/金融,60,江苏,苏州,9
,上海神码,民营企业,2000人以上,互联网/游戏/软件,43,上海市,市辖区,5
,上海科泽智慧环境,民营企业,150-500人,环保/化工/能源,21,上海,上海,7
,上海穗策,民营企业,15-50人,企业服务/咨询,4,上海,上海,9
,上海绛琛,民营企业,15-50人,快消/百货/批发/零售,52,上海,上海,9
,上海缔璟商务信息咨询有限公司,民营企业,15-50人,广告/传媒/公关/展览,3,上海,上海,9
,上海美凰国际物流,民营企业,50-150人,交通/贸易/物流,9,上海,上海,8
,上海美满人生生物科技有限公司,民营企业,500-2000人,快消/百货/批发/零售,19,上海,上海,6
,上海能运物流有限公司,民营企业,500-2000人,贸易/交通/物流,29,上海,上海,6
,上海花半,外资企业,15-50人,快消/百货/批发/零售,15,上海,上海,9
,上海译兰数字媒体技术有限公司,民营企业,15-50人,互联网/游戏/软件,24,上海,上海,9
,上海谋思医药科技有限公司,民营企业,50-150人,生物/健康/制药/医疗,30,上海,上海,8
,上海贝乙照明技术有限公司,民营企业,15-50人,房产/家居/物业/建筑,12,江苏,苏州,9
,上海遇颜美容,民营企业,2000人以上,不限,42,全国,,5
,上海量锐,民营企业,50-150人,金融/经济/投资/财会,47,上海,上海,8
,上海鑫丹食品,民营企业,15-50人,快消/百货/批发/零售,20,上海,上海,9
,上海钢联,股份制企业,2000人以上,互联网/游戏/软件,10,上海,上海,5
,上海长富,民营企业,150-500人,医疗/健康/制药/生物,23,上海,上海,7
,上海长葳实业,民营企业,少于15人,医疗/健康/制药/生物,13,上海,上海,10
,上海隆湛商务咨询有限公司,民营企业,150-500人,企业服务/咨询,1,上海,上海,7
,上海青旅国际货运有限公司,民营企业,150-500人,贸易/交通/物流,93,上海,上海,7
,上海顺城物流有限公司,民营企业,2000人以上,交通/贸易/物流,40,上海,上海,5
,上海飞创,民营企业,15-50人,咨询/企业服务,22,上海,上海,9
,上海首科汽车,民营企业,150-500人,汽车/机械/制造,37,上海,上海,7
,上海驻点资产,民营企业,50-150人,金融/经济/投资/财会,4,上海,上海,8
,上海高驰进出口有限公司,民营企业,15-50人,交通/贸易/物流,19,上海,上海,9
,上海鱼宙文化传播有限公司,民营企业,少于15人,广告/传媒/公关/展览,17,上海,上海,10
,上海鸣升,民营企业,15-50人,互联网/游戏/软件,8,上海,上海,9
,上美,民营企业,2000人以上,快消/百货/批发/零售,13,上海,上海,5
,上美冠丰,外资企业,150-500人,汽车/机械/制造,42,江苏,南京,7
,上饶正乾品牌管理公司,民营企业,少于15人,咨询/企业服务,65,江西,上饶,10
,与之科技,民营企业,50-150人,软件/互联网/游戏,87,北京,北京,8
,与析科技,股份制企业,少于15人,互联网/游戏/软件,13,广东,深圳,10
,丕锐科技,民营企业,50-150人,软件/互联网/游戏,57,上海,上海,8
,世一文化,民营企业,50-150人,咨询/企业服务,47,全国,,8
,世健,外资企业,500-2000人,电子/通信/硬件,11,上海,上海,6
,世和地产,民营企业,500-2000人,房产/家居/物业/建筑,21,广东省,广州市,6
,世强硬创电商,民营企业,500-2000人,软件/互联网/游戏,180,广东,深圳,6
,世纪卫星,国有企业,150-500人,电子/通信/硬件,32,北京,北京,7
,世纪宸邦,民营企业,少于15人,软件/互联网/游戏,43,广东,深圳,10
,世联行 ,股份制企业,2000人以上,房产/家居/建筑/物业,58,广东,广州,5
,世茂服务,民营企业/外资企业,2000人以上,房产/家居/建筑/物业,124,上海/全国,上海,5
,东京学术塾,民营企业,50-150人,教育/培训,4,上海,上海,8
,东信创智,民营企业,50-150人,制造/汽车/机械,250,辽宁,沈阳,8
,东安泰,民营企业,15-50人,贸易/交通/物流,23,山东,青岛,9
,东富龙集团,民营企业,2000人以上,医疗/健康/制药/生物,64,上海,上海,5
