"所属公司","公司性质","公司规模","公司所在行业","公司所在地","职位所在地","JD数量"
"医药魔方","民营企业","150-500人","医疗/健康/制药/生物","北京市/北京","北京市朝阳区阜通东大街宝能中心A1308","13"
"中宏保险","外资企业","2000人以上","金融/经济/投资/财会","上海市/上海","金茂大厦","14"
"云体科技","民营企业","15-50人","互联网/游戏/软件","江苏/苏州","苏州市相城区西交漕湖科技园","34"
"奥的斯电梯","外资企业","2000人以上","汽车/机械/制造","全国","杭州","30"
"京邮通联","民营企业","50-150人","电子/通信/硬件","四川/成都","四川省成都市高新区科园二路航利中心1栋1单元11层","9"
"亿通国际","股份制企业","150-500人","互联网/游戏/软件","上海市/上海","浦东新区博霞路185号","36"
"中电药明","外资企业","15-50人","医疗/健康/制药/生物","北京市/北京","王府井大街219号淘汇新天wework5层","45"
"易点云","民营企业","500-2000人","企业服务/咨询","全国","北京市海淀区西小口路41号易点云大厦","55"
"DolphinDB智臾科技","民营企业","50-150人","互联网/游戏/软件","浙江/杭州","萧山经济技术开发区启迪路198号杭州湾信息港 B1座 3楼304\n","73"
"江苏奥萨","民营企业","150-500人","医疗/健康/制药/生物","江苏/连云港","深圳市南山区高新区中区高新中一道生物孵化器大楼1-30","33"
"天阳科技","股份制企业","2000人以上","互联网/游戏/软件","北京","全国岗位，详细城市请见职位描述","15"
"智一科技","民营企业","15-50人","互联网/游戏/软件","北京市/北京","北京市海淀区学清嘉创大厦A座13蹭1305","49"
"云和恩墨","民营企业","150-500人","互联网/游戏/软件","北京市/北京","南京南站站西片区绿地之窗商务广场B2幢1501室","14"
"庆云石油","民营企业","50-150人","化工/能源/环保","重庆","渝北区太湖西路2号富港天地B座","18"
"合创汽车","合伙企业","500-2000人","汽车/机械/制造","广东/广州","广东省广州市番禺区清河东路中银大厦17、19楼","10"
"虹科","民营企业","15-50人","电子/通信/硬件",,"全国：广州、北京、上海、西安、成都、苏州，应聘者在岗位投递时可自由选择","457"
"大智慧财汇","民营企业","500-2000人","金融/经济/投资/财会","安徽/合肥","安徽省合肥市蜀山区望江西路99号安高广场写字楼20-24F","36"
"平安产险","股份制企业","2000人以上","金融/经济/投资/财会","郑州","河南省郑州市郑东新区祥盛街25号第4层","11"
"陆金所","股份制企业","500-2000人","金融/经济/投资/财会","上海","上海市浦东新区源深路1088号平安财富大厦","78"
"康赛信息","民营企业","150-500人","互联网/游戏/软件","成都","成都市一环路东一段电子信息产业大厦","15"
"朗歌科技","民营企业","150-500人","互联网/游戏/软件","北京市/北京","阿里中心·杭州滨江2号楼","51"
"览众数据","民营企业","150-500人","互联网/游戏/软件","杭州","杭州市滨江区芯图大厦17楼","37"
"海致","民营企业","150-500人","互联网/游戏/软件","北京","北京768创意设计园区b座","32"
"京东","民营企业","2000人以上","交通/贸易/物流","湖北/武汉","湖北省武汉市东西湖区武汉客厅G栋","15"
"京东","民营企业","2000人以上","交通/贸易/物流","湖北/武汉","江西省南昌市远卓物流园","36"
"京东","民营企业","2000人以上","交通/贸易/物流","湖北/武汉","河南省郑州市亚一园区","36"
"数字浙江","合伙企业","150-500人","互联网/游戏/软件","浙江/杭州","长河街道滨兴路1866号","105"
"阿里巴巴","民营企业","2000人以上","互联网/游戏/软件","北京","北京阿里望京中心","23"
"国双","民营企业","500-2000人","互联网/游戏/软件","北京市/北京","江苏省苏州市 高新区佳兆业悦峰大厦17层","73"
"SAS","外资企业","150-500人","企业服务/咨询","全国",,"14"
"海致","民营企业","150-500人","互联网/游戏/软件","北京","江西省南昌市红谷滩新区碟子湖中大道莱蒙都会写字楼5B1112","54"
"海致","民营企业","150-500人","互联网/游戏/软件","北京","北京市海淀区学院路甲5号768创意产业园B座8号门","18"
"海致","民营企业","150-500人","互联网/游戏/软件","北京","全国职位，详情在职位描述中说明","18"
"绿巢环境","民营企业","50-150人","企业服务/咨询","北京市/北京","北京市海淀区双清路77号","60"
"炎魂网络","民营企业","150-500人","互联网/游戏/软件","浙江/杭州","浦沿街道伟业路3号德信AI产业园F座","23"
"太力集团","民营企业","500-2000人","快消/百货/批发/零售","广东","广东省中山市湖滨北路40号太力集团","55"
"今溪信息","民营企业","50-150人","互联网/游戏/软件","浙江/杭州","杭州市西湖区三墩镇西园一路18号浙大网新软件园","36"
"上海链家","民营企业","2000人以上","房产/家居/物业/建筑","上海","上海市静安区南京西路东方有线大厦","24"
"麒麟软件","国有企业","2000人以上","电子/通信/硬件","北京市/北京","北京市海淀区银谷大厦20层","22"
"国双","民营企业","500-2000人","互联网/游戏/软件","北京市/北京","上海市静安区南京西路1468号中欣大厦40层 ( 86-21 ) 6289 0099","43"
"瑞天欣实数据","民营企业","50-150人","企业服务/咨询","北京市/北京","天津市西青区赛达九纬路天津农商银行","9"
"上海国际货币","外资企业","150-500人","金融/经济/投资/财会",,"荆州路27号光大安石中心C栋","11"
"铂数信息","民营企业","50-150人","金融/经济/投资/财会","广东/深圳","深圳市宝安区壹方中心b座","15"
"天阳科技","股份制企业","2000人以上","互联网/游戏/软件","北京","北京市望京区望京SOHO T1B座","25"
"碳云智能","民营企业","150-500人","医疗/健康/制药/生物","广东/深圳","深圳市南山区侨香路中航沙河工业园碳云智能2栋1楼","140"
"Flow++","民营企业","50-150人","互联网/游戏/软件","北京","中关村软件园23号楼206","91"
"凯泰资本","合伙企业","15-50人","金融/经济/投资/财会","浙江/杭州",,"56"
"融创中国东南区域集团","民营企业","2000人以上","房产/家居/物业/建筑","浙江/杭州","浙江省杭州市","74"
"百信银行","股份制企业","500-2000人","互联网/游戏/软件","北京市/北京","北京市朝阳区中建财富国际中心","52"
"赛商数据","民营企业","15-50人","不限","上海市/上海","上海市浦东新区川和路55弄","17"
"BDA中国",,"50-150人","金融/经济/投资/财会","北京","国贸","11"
"康赛信息","民营企业","150-500人","互联网/游戏/软件","成都","沈阳工业大学","16"
"国双","民营企业","500-2000人","互联网/游戏/软件","北京市/北京","深圳市福田区彩田路东侧橄榄大厦（平安国际酒店）25层","198"
"医智行","民营企业","50-150人","医疗/健康/制药/生物","湖南/长沙","长沙市芙蓉区长盛上东区","11"
"海致","民营企业","150-500人","互联网/游戏/软件","北京","山东省济南市市中区纬二路8号丽山大厦5层","17"
"信雅达","民营企业","2000人以上","互联网/游戏/软件","浙江/杭州",,"57"
"鼎捷软件","外资企业","2000人以上","互联网/游戏/软件","上海市/上海","宁波鄞州区宁波商会国贸中心A座26-2室","15"
"万物云","股份制企业","2000人以上","不限","全国","青岛市城阳区国家广告产业园22号楼","6"
"外勤365","民营企业","150-500人","互联网/游戏/软件","南京","郑州市东风路新科路交叉口世玺中心2107室","15"
"虹科","民营企业","15-50人","电子/通信/硬件",,"全国：广州、北京、上海、西安、成都、苏州、沈阳、天津、南京、合肥、杭州、武汉、深圳、郑州、重庆、青岛，应聘者在岗位投递时","19"
"秀川产业互联网","民营企业","150-500人","互联网/移动互联网/电子商务","北京市/北京","北京市丰台区金唐中心C座17层","25"
"易点云","民营企业","500-2000人","企业服务/咨询","全国","北京朝阳区星源国际中心广场D座802","34"
"袋鼠云","民营企业","500-2000人","互联网/游戏/软件","全国","海智中心8号楼","11"
"先邦智能科技(郑州)有限公司","民营企业","15-50人","企业服务/咨询","河南","河南省郑州市高新技术产业开发区国槐街8号1幢A单元8层36号","24"
"慧付优品","民营企业","150-500人","农林牧渔/其他","山东/青岛","威海市环翠区东城国际A座2217","62"
"iVX","民营企业","15-50人","互联网/游戏/软件","广东/广州","广州市海珠区新港西路135号中大国家科技园B座307（8号线中大地铁站B出口）","52"
"成都精灵云科技有限公司","民营企业","150-500人","互联网/游戏/软件","四川/成都","四川省成都市高新区菁蓉汇4栋B座7楼","8"
"成都精灵云科技有限公司","民营企业","150-500人","互联网/游戏/软件","四川/成都","四川省高新区菁蓉汇4栋B座7楼","15"
"易点云","民营企业","500-2000人","企业服务/咨询","全国","北京市海淀区西小口路易点云大厦","8"
"发网科技","民营企业","150-500人","交通/贸易/物流","上海市/上海","上海市宝山区呼兰西路100号12号楼","68"
"同徼科技","民营企业","15-50人","互联网/游戏/软件","北京市/北京","北京市朝阳区北苑路媒体村天畅园2号楼","28"
"鼎捷软件","外资企业","2000人以上","互联网/游戏/软件","上海市/上海","南湖区嘉兴总部商务花园86号楼612室","15"
"易点云","民营企业","500-2000人","企业服务/咨询","全国","易点云大厦","152"
"杰成合力","民营企业","50-150人","企业服务/咨询","广东/深圳","南园枫叶大厦","17"
"深圳市逍品电子商务有限公司","民营企业","150-500人","快消/百货/批发/零售","广东/深圳","深圳宝安区宝安71区留仙一路40号森广源大厦2楼","15"
"成都精灵云科技有限公司","民营企业","150-500人","互联网/游戏/软件","四川/成都","成都市高新区菁蓉汇4栋B座7层","14"
"易点云","民营企业","500-2000人","企业服务/咨询","全国","桃园路西海明珠大厦F座2401","35"
"广州市圆方计算机软件工程有限公司上海分公","民营企业","150-500人","房产/家居/物业/建筑","上海市/上海","上海市黄浦区成都北路500号峻岭广场2208","17"
"智汇绿行","民营企业","15-50人","企业服务/咨询","北京市/北京","北京市朝阳区东大桥路8号院4号楼SOHO尚都2103","20"
"泉安科技","民营企业","15-50人","互联网/游戏/软件","沈阳","北京市朝阳区媒体村天畅园","142"
"杰成合力","民营企业","50-150人","企业服务/咨询","广东/深圳","南山区南园枫叶大厦","48"
"哈尔滨易位科技有限公司","股份制企业","2000人以上","互联网/游戏/软件","北京市","长春市硅谷大厦203室","63"
"万物云","股份制企业","2000人以上","房产/家居/物业/建筑","山东/济南","济南市历下区万科中心27楼","34"
"万物云","股份制企业","2000人以上","房产/家居/物业/建筑","山东/济南","济南市历下区万科中心27层","2"
"南京创研院","事业单位","50-150人","电子/通信/硬件","江苏/南京","江苏省南京市江宁区麒麟人工智能产业园6号楼","14"
"四叶草安全","民营企业","150-500人","互联网/游戏/软件","西安","北京市海淀区紫金数码3号楼8层808室","15"
